MatchId;Home Tactic;Away Tactic;Home Goals;Away Goals
631158947;Counter-attacks;Normal;2;4
631158948;Play creatively;Attack in the Middle;0;4
631158949;Attack in the Middle;Play creatively;3;2
631158950;Normal;Attack in the Middle;4;0
631158951;Counter-attacks;Pressing;0;2
631158952;Attack in the Middle;Play creatively;2;2
631158953;Play creatively;Play creatively;7;4
631158954;Attack in the Middle;Attack on wings;1;3
631158955;Play creatively;Normal;0;2
631158956;Pressing;Attack in the Middle;1;2
631158957;Normal;Normal;1;1
631158958;Normal;Counter-attacks;1;1
631158959;Normal;Normal;4;2
631158960;Normal;Normal;3;2
631158961;Attack on wings;Normal;4;2
631158962;Normal;Normal;8;0
631158963;Normal;Normal;0;10
631158964;Normal;Normal;3;0
631158965;Normal;Normal;8;0
631158966;Counter-attacks;Normal;3;2
631158967;Normal;Normal;3;3
631158968;Normal;Normal;0;8
631158969;Normal;Normal;1;1
631158970;Normal;Normal;2;2
631158971;Normal;Normal;8;0
631158972;Normal;Attack on wings;0;8
631158973;Normal;Normal;8;0
631158974;Attack on wings;Normal;10;0
631158975;Normal;Normal;6;0
631158976;Normal;Normal;7;0
631158977;Normal;Normal;0;8
631158978;Normal;Normal;0;7
631158979;Normal;Normal;0;1
631158980;Normal;Attack on wings;0;9
631158981;Attack on wings;Normal;10;0
631158982;Normal;Normal;7;0
631158983;Normal;Normal;4;3
631158984;Normal;Normal;0;7
631158985;Normal;Normal;4;1
631158986;Normal;Normal;3;2
631158987;Normal;Attack on wings;0;9
631158988;Normal;Normal;2;4
631158989;Normal;Normal;9;0
631158990;Normal;Normal;2;3
631158991;Normal;Normal;10;0
631158992;Attack on wings;Normal;6;0
631158993;Normal;Normal;0;8
631158994;Normal;Normal;2;5
631158995;Normal;Attack on wings;0;9
631158996;Normal;Normal;0;8
631158997;Attack on wings;Normal;10;1
631158998;Normal;Normal;4;1
631158999;Normal;Normal;8;0
631159000;Normal;Attack on wings;0;7
631159001;Normal;Normal;0;9
631159002;Normal;Normal;2;3
631159003;Normal;Normal;8;0
631159004;Normal;Normal;6;0
631159005;Normal;Normal;4;2
631159006;Normal;Normal;0;4
631159007;Normal;Normal;4;0
631159008;Normal;Attack on wings;3;3
631159009;Normal;Normal;1;2
631159010;Normal;Normal;3;2
631159011;Attack on wings;Normal;1;2
631159012;Normal;Normal;0;7
631159013;Normal;Counter-attacks;3;0
631159014;Play creatively;Play creatively;2;1
631159015;Play creatively;Normal;10;0
631159016;Normal;Normal;3;2
631159017;Attack on wings;Normal;9;0
631159018;Normal;Play creatively;1;9
631159019;Normal;Play creatively;0;10
631159020;Normal;Normal;6;0
631159021;Play creatively;Play creatively;2;0
631159022;Play creatively;Attack on wings;2;2
631159023;Normal;Normal;4;2
631159024;Normal;Play creatively;0;8
631159025;Attack in the Middle;Play creatively;2;2
631159026;Play creatively;Normal;8;0
631159027;Normal;Pressing;0;6
631159028;Play creatively;Normal;10;1
631159029;Play creatively;Play creatively;0;2
631159030;Play creatively;Normal;7;0
631159031;Attack in the Middle;Normal;7;0
631159032;Play creatively;Normal;2;3
631159033;Normal;Play creatively;0;9
631159034;Normal;Play creatively;0;7
631159035;Normal;Attack on wings;0;6
631159036;Play creatively;Play creatively;6;2
631159037;Attack in the Middle;Play creatively;4;2
631159038;Pressing;Normal;6;0
631159039;Normal;Normal;1;2
631159040;Play creatively;Normal;0;2
631159041;Normal;Normal;2;1
631159042;Normal;Pressing;0;6
631159043;Play creatively;Counter-attacks;3;4
631159044;Normal;Play creatively;0;8
631159045;Attack on wings;Normal;10;0
631159046;Pressing;Normal;6;0
631159047;Normal;Normal;1;3
631159048;Normal;Play creatively;0;0
631159049;Normal;Attack on wings;0;8
631159050;Normal;Normal;1;0
631159051;Play creatively;Play creatively;4;0
631159052;Normal;Normal;0;11
631159053;Pressing;Normal;8;0
631159054;Normal;Play creatively;1;7
631159055;Normal;Attack in the Middle;0;6
631159056;Normal;Normal;8;0
631159057;Normal;Normal;3;0
631159058;Attack on wings;Pressing;5;0
631159059;Play creatively;Normal;10;0
631159060;Normal;Normal;0;10
631159061;Play creatively;Normal;10;0
631159062;Normal;Normal;1;1
631159063;Normal;Attack in the Middle;0;9
631159064;Normal;Pressing;5;1
631159065;Normal;Normal;1;1
631159066;Normal;Play creatively;0;8
631159067;Play creatively;Normal;10;0
631159068;Attack on wings;Normal;1;3
631159069;Attack in the Middle;Attack on wings;6;0
631159070;Play creatively;Normal;10;0
631159071;Normal;Normal;3;1
631159072;Normal;Normal;4;0
631159073;Normal;Attack in the Middle;0;9
631159074;Attack on wings;Normal;9;0
631159075;Normal;Play creatively;0;10
631159076;Normal;Normal;5;1
631159077;Attack in the Middle;Normal;8;0
631159078;Play creatively;Normal;9;0
631159079;Normal;Attack on wings;0;9
631159080;Normal;Normal;1;2
631159081;Normal;Attack in the Middle;0;11
631159082;Attack on wings;Play creatively;5;2
631159083;Normal;Normal;3;0
631159084;Normal;Normal;0;6
631159085;Attack in the Middle;Normal;8;0
631159086;Play creatively;Normal;11;1
631159087;Attack on wings;Normal;6;0
631159088;Normal;Attack in the Middle;0;10
631159089;Normal;Play creatively;0;9
631159090;Normal;Normal;4;3
631159091;Normal;Attack on wings;0;9
631159092;Attack in the Middle;Play creatively;7;0
631159093;Attack on wings;Normal;8;1
631159094;Normal;Normal;1;1
631159095;Normal;Normal;6;0
631159096;Normal;Normal;2;4
631159097;Normal;Normal;0;4
631159098;Normal;Attack on wings;0;8
631159099;Play creatively;Attack in the Middle;0;7
631159100;Attack on wings;Normal;8;0
631159101;Normal;Normal;4;0
631159102;Play creatively;Normal;8;0
631159103;Attack in the Middle;Normal;9;0
631159104;Normal;Attack on wings;0;9
631159105;Normal;Play creatively;0;9
631159106;Normal;Normal;0;4
631159107;Normal;Attack in the Middle;0;8
631159108;Normal;Normal;5;0
631159109;Normal;Normal;0;1
631159110;Normal;Normal;4;2
631159111;Play creatively;Attack on wings;4;2
631159112;Attack in the Middle;Normal;8;0
631159113;Normal;Normal;3;0
631159114;Attack on wings;Normal;8;0
631159115;Normal;Play creatively;1;10
631159116;Normal;Attack in the Middle;0;7
631159117;Normal;Normal;6;1
631159118;Play creatively;Normal;8;1
631159119;Normal;Attack on wings;0;8
631159120;Attack in the Middle;Normal;8;0
631159121;Normal;Normal;1;3
631159122;Normal;Normal;4;2
631159123;Normal;Play creatively;0;10
631159124;Attack on wings;Attack in the Middle;2;7
631159125;Attack on wings;Normal;0;3
631159126;Normal;Normal;0;5
631159127;Normal;Normal;5;1
631159128;Normal;Normal;3;2
631159129;Normal;Normal;0;5
631159130;Normal;Normal;8;0
631159131;Normal;Normal;5;0
631159132;Normal;Normal;2;2
631159133;Normal;Normal;7;0
631159134;Normal;Normal;0;5
631159135;Normal;Normal;0;3
631159136;Normal;Normal;2;1
631159137;Normal;Normal;0;5
631159138;Normal;Normal;5;0
631159139;Normal;Normal;4;0
631159140;Normal;Normal;5;0
631159141;Normal;Normal;4;0
631159142;Normal;Normal;8;0
631159143;Normal;Normal;0;5
631159144;Normal;Normal;12;0
631159145;Normal;Normal;0;4
631159146;Normal;Normal;5;0
631159147;Normal;Normal;0;5
631159148;Normal;Normal;0;8
631159149;Attack on wings;Normal;5;0
631159150;Normal;Normal;9;0
631159151;Normal;Normal;5;0
631159152;Normal;Normal;3;4
631159153;Normal;Normal;1;4
631159154;Normal;Normal;0;4
631159155;Normal;Normal;1;7
631159156;Normal;Normal;0;5
631159157;Normal;Normal;7;1
631159158;Normal;Normal;0;5
631159159;Normal;Normal;5;0
631159160;Normal;Normal;0;5
631159161;Normal;Normal;5;0
631159162;Normal;Normal;0;5
631159163;Normal;Attack on wings;0;8
631159164;Normal;Normal;7;0
631159165;Normal;Normal;1;0
631159166;Normal;Normal;0;5
631159167;Normal;Normal;7;0
631159168;Normal;Normal;2;1
631159169;Normal;Normal;5;0
631159170;Normal;Normal;5;0
631159171;Normal;Attack on wings;0;8
631159172;Normal;Normal;3;0
631159173;Normal;Normal;0;5
631159174;Normal;Normal;0;8
631159175;Attack on wings;Normal;5;1
631159176;Normal;Normal;2;3
631159177;Normal;Normal;3;6
631159178;Normal;Normal;0;0
631159179;Normal;Attack on wings;2;0
631159180;Normal;Counter-attacks;0;0
631159181;Normal;Normal;9;0
631159182;Normal;Normal;2;2
631159183;Normal;Normal;8;0
631159184;Normal;Normal;6;4
631159185;Normal;Counter-attacks;0;2
631159186;Counter-attacks;Normal;8;0
631159188;Normal;Normal;1;2
631159189;Attack on wings;Normal;6;0
631159190;Normal;Normal;7;0
631159191;Normal;Counter-attacks;0;7
631159192;Normal;Normal;1;5
631159193;Normal;Attack on wings;0;4
631159194;Counter-attacks;Normal;4;1
631159195;Normal;Normal;4;2
631159196;Normal;Normal;1;3
631159197;Counter-attacks;Normal;0;5
631159198;Normal;Normal;5;0
631159199;Normal;Normal;8;0
631159200;Counter-attacks;Normal;7;0
631159201;Normal;Normal;0;4
631159202;Normal;Normal;0;7
631159203;Normal;Normal;2;3
631159204;Normal;Counter-attacks;0;9
631159205;Normal;Normal;1;0
631159206;Counter-attacks;Normal;7;0
631159207;Normal;Normal;4;0
631159208;Normal;Normal;4;0
631159209;Normal;Normal;0;3
631159210;Normal;Normal;0;3
631159211;Normal;Counter-attacks;0;9
631159212;Normal;Normal;0;3
631159213;Counter-attacks;Normal;8;0
631159214;Normal;Normal;3;2
631159215;Normal;Normal;9;0
631159216;Normal;Normal;8;0
631159217;Normal;Counter-attacks;0;6
631159218;Normal;Normal;0;7
631159219;Normal;Normal;0;3
631159220;Normal;Attack on wings;0;9
631159221;Normal;Normal;5;0
631159222;Normal;Normal;2;3
631159223;Normal;Counter-attacks;0;4
631159224;Attack on wings;Normal;6;0
631159225;Normal;Normal;5;1
631159226;Counter-attacks;Normal;8;0
631159227;Normal;Normal;0;6
631159228;Normal;Attack on wings;0;8
631159229;Normal;Normal;7;0
631159230;Normal;Counter-attacks;0;7
631159231;Attack on wings;Normal;6;0
631159232;Normal;Normal;3;2
631159233;Normal;Normal;2;0
631159234;Normal;Normal;0;6
631159235;Counter-attacks;Attack in the Middle;4;0
631159236;Normal;Normal;5;1
631159237;Normal;Normal;2;1
631159238;Normal;Normal;2;0
631159239;Normal;Normal;1;4
631159240;Normal;Normal;0;9
631159241;Normal;Normal;9;0
631159242;Normal;Normal;1;1
631159243;Normal;Normal;2;1
631159244;Normal;Normal;7;0
631159245;Normal;Normal;2;3
631159246;Normal;Normal;1;6
631159247;Normal;Normal;1;1
631159248;Normal;Normal;0;8
631159249;Normal;Normal;12;0
631159250;Normal;Normal;3;0
631159251;Normal;Normal;3;1
631159252;Normal;Normal;1;1
631159253;Normal;Normal;8;0
631159254;Normal;Normal;5;0
631159255;Normal;Normal;1;0
631159256;Pressing;Normal;0;1
631159257;Normal;Normal;10;0
631159258;Normal;Normal;1;2
631159259;Normal;Normal;0;3
631159260;Normal;Normal;0;11
631159261;Normal;Normal;8;0
631159262;Normal;Pressing;5;1
631159263;Normal;Normal;1;1
631159264;Normal;Normal;1;3
631159265;Normal;Normal;4;2
631159266;Normal;Normal;0;4
631159267;Pressing;Normal;5;4
631159268;Normal;Normal;0;8
631159269;Normal;Normal;7;0
631159270;Normal;Normal;3;0
631159271;Normal;Normal;4;1
631159272;Normal;Pressing;2;0
631159273;Normal;Normal;0;9
631159274;Normal;Normal;1;4
631159275;Pressing;Normal;5;0
631159276;Normal;Normal;0;8
631159277;Normal;Normal;6;2
631159278;Normal;Pressing;0;5
631159279;Normal;Normal;0;8
631159280;Normal;Normal;8;0
631159281;Normal;Normal;1;2
631159282;Normal;Normal;10;0
631159283;Pressing;Normal;6;0
631159284;Normal;Normal;0;9
631159285;Pressing;Normal;6;0
631159286;Normal;Normal;3;1
631159287;Normal;Normal;1;6
631159288;Normal;Normal;7;0
631159289;Normal;Normal;6;1
631159290;Normal;Pressing;0;9
631159291;Normal;Normal;3;1
631159292;Normal;Normal;1;8
631159293;Normal;Normal;1;2
631159294;Play creatively;Attack on wings;0;4
631159295;Normal;Normal;1;2
631159296;Normal;Attack on wings;1;3
631159297;Attack on wings;Normal;1;3
631159298;Normal;Normal;5;0
631159299;Normal;Attack on wings;2;3
631159300;Normal;Normal;0;2
631159301;Normal;Normal;5;0
631159302;Attack on wings;Normal;3;0
631159303;Attack on wings;Normal;0;4
631159304;Normal;Attack on wings;3;4
631159305;Normal;Normal;1;1
631159306;Normal;Attack on wings;5;0
631159307;Normal;Normal;4;1
631159308;Normal;Attack on wings;1;7
631159309;Normal;Normal;1;2
631159310;Attack on wings;Normal;2;1
631159311;Normal;Normal;3;1
631159312;Normal;Normal;3;0
631159313;Attack on wings;Normal;5;1
631159314;Normal;Attack in the Middle;4;1
631159315;Attack on wings;Normal;5;2
631159316;Normal;Attack on wings;0;2
631159317;Normal;Normal;1;3
631159318;Normal;Normal;2;0
631159319;Normal;Normal;0;3
631159320;Normal;Normal;5;0
631159321;Normal;Attack on wings;1;1
631159322;Normal;Pressing;2;3
631159323;Normal;Normal;0;2
631159324;Attack on wings;Normal;9;1
631159325;Normal;Normal;8;0
631159326;Attack on wings;Normal;6;1
631159327;Normal;Normal;0;2
631159328;Normal;Normal;0;9
631159329;Normal;Attack on wings;2;3
631159330;Attack on wings;Normal;6;3
631159331;Normal;Attack on wings;2;3
631159332;Normal;Normal;11;0
631159333;Normal;Normal;1;1
631159334;Counter-attacks;Normal;1;4
631159335;Normal;Normal;0;9
631159336;Attack on wings;Normal;3;1
631159337;Normal;Normal;4;0
631159338;Normal;Attack on wings;5;0
631159339;Normal;Attack in the Middle;0;2
631159340;Normal;Normal;8;0
631159341;Normal;Normal;4;2
631159342;Attack in the Middle;Normal;0;1
631159343;Normal;Normal;1;5
631159344;Normal;Attack on wings;0;9
631159345;Normal;Normal;3;3
631159346;Normal;Normal;0;2
631159347;Attack on wings;Counter-attacks;3;0
631159348;Normal;Normal;12;0
631159349;Normal;Normal;0;10
631159350;Attack in the Middle;Attack on wings;4;2
631159351;Normal;Normal;2;0
631159352;Normal;Normal;5;0
631159353;Attack on wings;Normal;9;0
631159354;Normal;Normal;9;0
631159355;Normal;Attack in the Middle;0;5
631159356;Normal;Normal;5;0
631159357;Attack in the Middle;Normal;6;0
631159358;Attack on wings;Normal;3;1
631159359;Normal;Normal;5;4
631159360;Normal;Normal;4;0
631159361;Normal;Attack in the Middle;2;3
631159362;Normal;Normal;2;1
631159363;Attack on wings;Attack on wings;0;5
631159364;Normal;Normal;3;5
631159365;Attack on wings;Normal;9;0
631159366;Attack in the Middle;Attack on wings;5;0
631159367;Normal;Normal;9;0
631159368;Normal;Attack in the Middle;1;7
631159369;Normal;Normal;3;2
631159370;Attack on wings;Normal;8;0
631159371;Normal;Attack in the Middle;0;7
631159372;Normal;Normal;10;0
631159373;Normal;Attack on wings;5;0
631159374;Normal;Attack on wings;1;8
631159375;Attack on wings;Normal;0;5
631159376;Attack on wings;Normal;0;5
631159377;Normal;Attack on wings;0;11
631159378;Normal;Normal;0;5
631159379;Normal;Normal;1;10
631159380;Attack in the Middle;Normal;9;0
631159381;Normal;Attack on wings;5;0
631159382;Attack on wings;Normal;9;0
631159383;Attack in the Middle;Normal;9;0
631159384;Normal;Normal;1;2
631159385;Normal;Normal;0;9
631159386;Attack on wings;Attack in the Middle;0;5
631159387;Normal;Attack on wings;0;10
631159388;Normal;Normal;3;2
631159389;Attack on wings;Attack on wings;5;0
631159390;Normal;Normal;1;2
631159391;Attack in the Middle;Normal;2;1
631159392;Normal;Normal;0;0
631159393;Normal;Normal;2;0
631159394;Normal;Attack on wings;2;2
631159395;Normal;Attack in the Middle;0;9
631159396;Attack on wings;Normal;0;5
631159397;Normal;Attack on wings;5;0
631159398;Attack in the Middle;Normal;9;0
631159399;Normal;Normal;0;9
631159400;Normal;Attack on wings;1;8
631159401;Attack on wings;Normal;0;5
631159402;Normal;Normal;1;1
631159403;Attack on wings;Attack in the Middle;0;6
631159404;Normal;Normal;11;0
631159405;Normal;Attack in the Middle;2;2
631159406;Normal;Normal;10;0
631159407;Normal;Normal;3;0
631159408;Normal;Normal;3;4
631159409;Normal;Normal;0;7
631159410;Attack in the Middle;Normal;9;0
631159411;Normal;Normal;0;10
631159412;Normal;Normal;4;1
631159413;Play creatively;Normal;7;0
631159414;Normal;Normal;10;0
631159415;Normal;Normal;1;1
631159416;Normal;Normal;0;7
631159417;Attack in the Middle;Normal;2;3
631159418;Normal;Normal;1;4
631159419;Normal;Normal;0;2
631159420;Play creatively;Normal;10;0
631159421;Normal;Normal;5;0
631159422;Normal;Normal;8;0
631159423;Attack in the Middle;Normal;9;0
631159424;Normal;Normal;0;6
631159425;Normal;Play creatively;0;5
631159426;Normal;Normal;1;3
631159427;Normal;Attack in the Middle;0;10
631159428;Attack on wings;Normal;2;2
631159429;Attack in the Middle;Normal;8;0
631159430;Normal;Normal;6;0
631159431;Normal;Normal;5;1
631159432;Normal;Normal;1;1
631159433;Normal;Normal;3;3
631159434;Normal;Attack in the Middle;0;9
631159435;Normal;Pressing;1;0
631159436;Normal;Normal;9;0
631159437;Normal;Normal;4;0
631159438;Normal;Normal;9;0
631159439;Normal;Normal;9;0
631159440;Normal;Normal;0;9
631159441;Normal;Attack in the Middle;0;8
631159442;Normal;Normal;0;8
631159443;Normal;Normal;4;7
631159444;Normal;Normal;0;8
631159445;Normal;Normal;5;2
631159446;Normal;Normal;4;0
631159447;Normal;Normal;0;9
631159448;Normal;Normal;7;0
631159449;Normal;Normal;2;1
631159450;Attack in the Middle;Normal;8;0
631159451;Normal;Normal;0;8
631159452;Normal;Normal;0;9
631159453;Normal;Normal;2;0
631159454;Normal;Normal;9;0
631159455;Normal;Normal;0;10
631159456;Attack on wings;Normal;10;0
631159457;Normal;Normal;0;1
631159458;Normal;Normal;2;1
631159459;Normal;Normal;0;10
631159460;Counter-attacks;Attack on wings;2;3
631159461;Normal;Counter-attacks;0;3
631159462;Normal;Normal;3;2
631159463;Normal;Normal;1;1
631159464;Normal;Normal;5;0
631159465;Normal;Normal;0;9
631159466;Counter-attacks;Normal;8;0
631159467;Normal;Normal;3;2
631159468;Normal;Normal;0;5
631159469;Normal;Normal;5;0
631159470;Normal;Normal;3;0
631159471;Normal;Counter-attacks;0;8
631159472;Normal;Normal;4;3
631159473;Normal;Normal;0;11
631159474;Counter-attacks;Normal;8;0
631159475;Normal;Normal;1;3
631159476;Normal;Normal;0;5
631159477;Normal;Normal;10;0
631159478;Normal;Normal;1;1
631159479;Normal;Normal;5;0
631159480;Normal;Normal;0;9
631159481;Normal;Normal;1;4
631159482;Normal;Normal;1;1
631159483;Normal;Counter-attacks;0;5
631159484;Normal;Normal;10;0
631159485;Counter-attacks;Normal;9;0
631159486;Normal;Normal;3;1
631159487;Normal;Normal;5;0
631159488;Normal;Normal;0;5
631159489;Normal;Normal;0;2
631159490;Normal;Counter-attacks;0;8
631159491;Normal;Normal;0;6
631159492;Counter-attacks;Normal;5;0
631159493;Normal;Normal;3;0
631159494;Normal;Normal;7;0
631159495;Normal;Normal;5;0
631159496;Normal;Counter-attacks;0;10
631159497;Normal;Normal;0;5
631159498;Normal;Normal;2;0
631159499;Normal;Normal;0;6
631159500;Normal;Normal;5;0
631159501;Counter-attacks;Normal;9;0
631159502;Normal;Normal;4;1
631159503;Normal;Counter-attacks;0;6
631159504;Normal;Normal;8;0
631159505;Normal;Normal;5;0
631159506;Counter-attacks;Normal;8;0
631159507;Normal;Normal;4;5
631159508;Normal;Normal;0;5
631159509;Normal;Normal;5;0
631159510;Normal;Normal;6;1
631159511;Normal;Counter-attacks;0;9
631159512;Normal;Normal;7;0
631159513;Normal;Normal;0;5
631159514;Normal;Normal;2;1
631159515;Normal;Normal;0;4
631159516;Counter-attacks;Normal;1;1
631159517;Counter-attacks;Normal;1;2
631159518;Normal;Normal;8;0
631159519;Normal;Normal;10;0
631159520;Normal;Normal;3;0
631159521;Normal;Attack in the Middle;0;5
631159522;Normal;Normal;4;0
631159523;Normal;Normal;0;8
631159524;Normal;Normal;0;10
631159525;Counter-attacks;Normal;6;0
631159526;Normal;Normal;3;2
631159527;Normal;Normal;0;7
631159528;Normal;Normal;4;0
631159529;Normal;Counter-attacks;0;7
631159530;Normal;Normal;2;4
631159531;Normal;Normal;1;1
631159532;Normal;Normal;1;0
631159533;Counter-attacks;Normal;2;0
631159534;Normal;Normal;0;7
631159535;Normal;Normal;8;0
631159536;Normal;Normal;8;0
631159537;Normal;Counter-attacks;3;0
631159538;Normal;Normal;1;5
631159539;Normal;Normal;0;2
631159540;Normal;Normal;0;8
631159541;Counter-attacks;Normal;2;4
631159542;Normal;Normal;2;0
631159543;Normal;Normal;0;4
631159544;Normal;Normal;2;0
631159545;Normal;Normal;2;1
631159546;Normal;Normal;7;0
631159547;Normal;Normal;0;4
631159548;Normal;Counter-attacks;5;0
631159549;Normal;Normal;10;0
631159550;Normal;Normal;2;1
631159551;Normal;Attack on wings;6;0
631159552;Counter-attacks;Normal;0;4
631159553;Normal;Normal;0;11
631159554;Normal;Normal;7;0
631159555;Attack on wings;Counter-attacks;0;0
631159556;Normal;Normal;4;1
631159557;Counter-attacks;Normal;0;7
631159558;Normal;Normal;5;1
631159559;Counter-attacks;Normal;6;0
631159560;Normal;Normal;0;1
631159561;Normal;Normal;8;0
631159562;Normal;Normal;0;4
631159563;Normal;Counter-attacks;0;6
631159564;Normal;Normal;8;0
631159565;Normal;Normal;8;0
631159566;Normal;Normal;0;8
631159567;Counter-attacks;Normal;4;0
631159568;Normal;Normal;0;3
631159569;Normal;Normal;0;7
631159570;Normal;Normal;0;10
631159571;Normal;Counter-attacks;3;1
631159572;Attack in the Middle;Counter-attacks;2;3
631159573;Normal;Attack in the Middle;7;0
631159574;Normal;Normal;3;2
631159575;Normal;Normal;5;0
631159576;Normal;Normal;0;8
631159577;Attack on wings;Normal;10;0
631159578;Normal;Normal;0;10
631159579;Attack in the Middle;Attack in the Middle;0;5
631159580;Normal;Normal;0;5
631159581;Normal;Normal;5;0
631159582;Normal;Normal;11;0
631159583;Attack in the Middle;Counter-attacks;0;6
631159584;Normal;Normal;3;1
631159585;Normal;Attack in the Middle;1;8
631159586;Attack on wings;Normal;6;2
631159587;Normal;Normal;4;1
631159588;Normal;Attack in the Middle;0;5
631159589;Attack in the Middle;Normal;7;0
631159590;Attack in the Middle;Normal;4;0
631159591;Normal;Normal;5;0
631159592;Attack on wings;Normal;9;0
631159593;Normal;Attack in the Middle;0;11
631159594;Normal;Normal;0;11
631159595;Normal;Attack in the Middle;0;5
631159596;Normal;Attack on wings;0;5
631159597;Attack in the Middle;Normal;5;1
631159598;Attack on wings;Normal;9;0
631159599;Attack in the Middle;Normal;9;0
631159600;Normal;Normal;5;0
631159601;Normal;Normal;0;5
631159602;Normal;Attack in the Middle;0;7
631159603;Normal;Attack on wings;0;9
631159604;Normal;Attack in the Middle;0;3
631159605;Attack on wings;Normal;5;0
631159606;Attack in the Middle;Normal;9;1
631159607;Normal;Normal;8;0
631159608;Attack in the Middle;Normal;8;0
631159609;Normal;Attack on wings;0;8
631159610;Normal;Normal;0;5
631159611;Normal;Attack in the Middle;0;7
631159612;Normal;Attack in the Middle;0;8
631159613;Attack in the Middle;Normal;5;0
631159614;Normal;Normal;0;1
631159615;Attack in the Middle;Normal;7;0
631159616;Normal;Normal;6;2
631159617;Attack on wings;Attack in the Middle;8;0
631159618;Normal;Normal;0;9
631159619;Normal;Attack in the Middle;0;5
631159620;Normal;Normal;5;0
631159621;Normal;Normal;8;0
631159622;Normal;Play creatively;0;8
631159623;Attack in the Middle;Attack in the Middle;4;0
631159624;Normal;Normal;0;5
631159625;Normal;Normal;3;5
631159626;Attack in the Middle;Normal;0;9
631159627;Attack on wings;Attack in the Middle;2;1
631159628;Attack in the Middle;Counter-attacks;3;2
631159629;Normal;Normal;9;0
631159630;Normal;Normal;2;0
631159631;Normal;Normal;4;4
631159632;Normal;Attack in the Middle;0;8
631159633;Counter-attacks;Normal;6;0
631159634;Normal;Normal;1;7
631159635;Normal;Normal;5;2
631159636;Attack in the Middle;Normal;9;0
631159637;Normal;Normal;8;0
631159638;Normal;Counter-attacks;0;7
631159639;Normal;Attack on wings;1;3
631159640;Normal;Normal;2;2
631159641;Normal;Attack in the Middle;0;11
631159642;Counter-attacks;Normal;1;7
631159643;Normal;Normal;4;2
631159644;Normal;Normal;2;4
631159645;Attack in the Middle;Normal;9;0
631159646;Normal;Normal;5;1
631159647;Normal;Normal;8;0
631159648;Counter-attacks;Normal;10;0
631159649;Normal;Attack in the Middle;0;12
631159650;Normal;Normal;0;9
631159651;Normal;Normal;1;2
631159652;Normal;Attack on wings;1;7
631159653;Attack in the Middle;Normal;5;0
631159654;Attack on wings;Normal;9;0
631159655;Normal;Normal;6;0
631159656;Normal;Normal;7;2
631159657;Normal;Normal;2;4
631159658;Normal;Attack on wings;0;7
631159659;Normal;Normal;1;4
631159660;Normal;Attack in the Middle;2;1
631159661;Attack on wings;Normal;5;0
631159662;Normal;Normal;3;0
631159663;Normal;Normal;7;0
631159664;Attack in the Middle;Normal;10;0
631159665;Normal;Attack on wings;1;6
631159666;Normal;Normal;0;8
631159667;Normal;Normal;1;3
631159668;Normal;Attack in the Middle;0;10
631159669;Normal;Normal;4;2
631159670;Normal;Normal;4;3
631159671;Normal;Attack on wings;5;0
631159672;Attack in the Middle;Normal;8;0
631159673;Normal;Normal;2;2
631159674;Attack on wings;Normal;8;0
631159675;Normal;Normal;1;9
631159676;Normal;Attack in the Middle;0;8
631159677;Normal;Normal;2;1
631159678;Normal;Normal;9;0
631159679;Normal;Attack on wings;0;9
631159680;Attack in the Middle;Normal;8;0
631159681;Normal;Normal;2;2
631159682;Normal;Normal;1;4
631159683;Attack on wings;Attack in the Middle;1;5
631159684;Attack in the Middle;Attack on wings;1;2
631159685;Attack on wings;Normal;10;0
631159686;Normal;Normal;2;0
631159687;Normal;Normal;4;4
631159688;Normal;Attack in the Middle;0;9
631159689;Normal;Normal;0;5
631159690;Normal;Attack on wings;0;9
631159691;Normal;Normal;3;3
631159692;Attack in the Middle;Normal;7;0
631159693;Attack on wings;Normal;9;0
631159694;Normal;Attack on wings;0;8
631159695;Normal;Normal;3;3
631159696;Normal;Attack in the Middle;0;10
631159697;Attack on wings;Attack on wings;5;1
631159698;Normal;Normal;3;1
631159699;Normal;Normal;0;4
631159700;Attack in the Middle;Normal;5;0
631159701;Normal;Normal;6;2
631159702;Attack on wings;Normal;8;0
631159703;Attack on wings;Normal;10;0
631159704;Normal;Attack in the Middle;0;7
631159705;Normal;Attack on wings;0;8
631159706;Normal;Normal;0;10
631159707;Normal;Normal;3;0
631159708;Normal;Attack on wings;0;5
631159709;Attack in the Middle;Attack on wings;4;3
631159710;Attack on wings;Normal;10;0
631159711;Normal;Normal;0;2
631159712;Normal;Normal;4;3
631159713;Normal;Normal;2;4
631159714;Normal;Normal;2;0
631159715;Normal;Attack on wings;0;11
631159716;Attack on wings;Attack in the Middle;0;3
631159717;Attack on wings;Normal;8;0
631159718;Normal;Normal;3;3
631159719;Attack on wings;Normal;6;0
631159720;Attack in the Middle;Normal;8;0
631159721;Normal;Attack on wings;0;6
631159722;Normal;Attack on wings;1;10
631159723;Normal;Normal;5;1
631159724;Normal;Normal;6;1
631159725;Normal;Attack in the Middle;0;6
631159726;Normal;Normal;1;3
631159727;Attack on wings;Attack in the Middle;5;0
631159728;Attack in the Middle;Normal;8;0
631159729;Normal;Normal;3;1
631159730;Attack on wings;Normal;7;0
631159731;Normal;Attack on wings;0;10
631159732;Normal;Attack in the Middle;0;9
631159733;Normal;Normal;2;2
631159734;Attack on wings;Normal;9;0
631159735;Normal;Attack on wings;0;7
631159736;Attack in the Middle;Normal;7;0
